issue_key,software_qualities,impact_severities,severity,type,status,resolution,rule_key,rule_name,file_path,line,end_line,message,effort,clean_code_attribute,clean_code_category,quick_fix_available,tags,author,assignee,creation_date,update_date,rule_description,remediation_guidance,sonar_url
AZzKAUf-l-vY2hRLFpp2,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/exegesis/[displayId]/components/ExegesisReportForm.tsx,8,13,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-07T20:32:23+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzKAUf-l-vY2hRLFpp2&open=AZzKAUf-l-vY2hRLFpp2
AZ-S4USL_95_XqQUebOx,"[""RELIABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S9011,"""<button>"" elements should have an explicit ""type"" attribute",app/(site)/exegesis/[displayId]/components/ExegesisReportForm.tsx,78,84,"Add an explicit ""type"" attribute to this button.",2min,LOGICAL,INTENTIONAL,,"[""react"",""vue""]",admin@brendanjohnroch.com,,2026-03-07T20:32:23+0000,2026-07-24T06:46:54+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ-S4USL_95_XqQUebOx&open=AZ-S4USL_95_XqQUebOx
AZzKAUiQl-vY2hRLFpp9,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/exegesis/[displayId]/components/ExegesisThreadList.tsx,16,54,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-07T20:32:23+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzKAUiQl-vY2hRLFpp9&open=AZzKAUiQl-vY2hRLFpp9
AZzJrI07l-vY2hRLDm7b,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/exegesis/[displayId]/components/ExegesisIdentityPanel.tsx,21,34,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-07T18:59:41+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzJrI07l-vY2hRLDm7b&open=AZzJrI07l-vY2hRLDm7b
AZzJrI0fl-vY2hRLDm7X,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/exegesis/[displayId]/components/ExegesisInlineGateOverlay.tsx,14,19,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-07T18:59:41+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzJrI0fl-vY2hRLDm7X&open=AZzJrI0fl-vY2hRLDm7X
AZzJrI0Sl-vY2hRLDm7V,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/exegesis/[displayId]/components/ExegesisLyricsRail.tsx,34,47,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-07T18:59:41+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzJrI0Sl-vY2hRLDm7V&open=AZzJrI0Sl-vY2hRLDm7V
AZzJrI0Sl-vY2hRLDm7W,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/(site)/exegesis/[displayId]/components/ExegesisLyricsRail.tsx,106,108,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-03-07T18:59:41+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzJrI0Sl-vY2hRLDm7W&open=AZzJrI0Sl-vY2hRLDm7W
AZzJrI0tl-vY2hRLDm7Y,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6571,Type constituents of unions and intersections should not be redundant,app/(site)/exegesis/[displayId]/components/ExegesisRichComposer.tsx,10,10,'unknown' overrides all other types in this union type.,5min,CLEAR,INTENTIONAL,,"[""redundant"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-07T18:59:41+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzJrI0tl-vY2hRLDm7Y&open=AZzJrI0tl-vY2hRLDm7Y
AZzJrI0tl-vY2hRLDm7Z,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6571,Type constituents of unions and intersections should not be redundant,app/(site)/exegesis/[displayId]/components/ExegesisRichComposer.tsx,20,20,'unknown' overrides all other types in this union type.,5min,CLEAR,INTENTIONAL,,"[""redundant"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-07T18:59:41+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzJrI0tl-vY2hRLDm7Z&open=AZzJrI0tl-vY2hRLDm7Z
AZzJrI0tl-vY2hRLDm7a,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/exegesis/[displayId]/components/ExegesisRichComposer.tsx,25,41,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-07T18:59:41+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzJrI0tl-vY2hRLDm7a&open=AZzJrI0tl-vY2hRLDm7a
AZzJrI1Wl-vY2hRLDm7d,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6571,Type constituents of unions and intersections should not be redundant,app/(site)/exegesis/[displayId]/exegesisTypes.ts,130,130,'unknown' overrides all other types in this union type.,5min,CLEAR,INTENTIONAL,,"[""redundant"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-07T18:59:41+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzJrI1Wl-vY2hRLDm7d&open=AZzJrI1Wl-vY2hRLDm7d
AZzJrI1Wl-vY2hRLDm7e,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6571,Type constituents of unions and intersections should not be redundant,app/(site)/exegesis/[displayId]/exegesisTypes.ts,139,139,'unknown' overrides all other types in this union type.,5min,CLEAR,INTENTIONAL,,"[""redundant"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-07T18:59:41+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzJrI1Wl-vY2hRLDm7e&open=AZzJrI1Wl-vY2hRLDm7e
AZzJrI1kl-vY2hRLDm7h,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S7741,"""typeof"" should not be used to check for ""undefined""",app/(site)/exegesis/[displayId]/exegesisUi.ts,67,67,Compare with `undefined` directly instead of using `typeof`.,2min,CONVENTIONAL,CONSISTENT,,"[""readability"",""style""]",admin@brendanjohnroch.com,,2026-03-07T18:59:41+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzJrI1kl-vY2hRLDm7h&open=AZzJrI1kl-vY2hRLDm7h
AZzHtE2Ul-vY2hRL2tSx,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6582,Optional chaining should be preferred,app/api/_gate.ts,25,25,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,CLEAR,INTENTIONAL,,"[""type-dependent""]",admin@brendanjohnroch.com,,2026-03-07T09:49:04+0000,2026-07-12T09:01:05+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzHtE2Ul-vY2hRL2tSx&open=AZzHtE2Ul-vY2hRL2tSx
AZzHtE7ll-vY2hRL2tS0,"[""MAINTAINABILITY""]","[""MEDIUM""]",MINOR,CODE_SMELL,OPEN,,typescript:S7772,"Node.js built-in modules should be imported using the ""node:"" protocol",lib/exegesis/stableAnonLabel.ts,1,1,Prefer `node:crypto` over `crypto`.,5min,CONVENTIONAL,CONSISTENT,,"[""convention"",""import"",""nodejs""]",admin@brendanjohnroch.com,,2026-03-07T09:49:04+0000,2026-03-07T09:49:12+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzHtE7ll-vY2hRL2tS0&open=AZzHtE7ll-vY2hRL2tS0
AZzCmVXXIWrIsEz1eNSQ,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/home/AdminRibbon.tsx,110,110,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-06T10:01:27+0000,2026-03-06T10:01:36+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzCmVXXIWrIsEz1eNSQ&open=AZzCmVXXIWrIsEz1eNSQ
AZzCk27xUF-eNBn9Ldu3,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/admin/share-tokens/AdminMintShareTokenForm.tsx,413,500,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-03-06T09:55:10+0000,2026-03-06T09:55:10+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzCk27xUF-eNBn9Ldu3&open=AZzCk27xUF-eNBn9Ldu3
AZzChWO0x6ns88d2XCxe,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/admin/AdminPageFrame.tsx,12,12,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-06T09:39:43+0000,2026-03-06T09:40:11+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzChWO0x6ns88d2XCxe&open=AZzChWO0x6ns88d2XCxe
AZzCdTYjN5mRv2SoVrHg,"[""MAINTAINABILITY"",""RELIABILITY""]","[""LOW"",""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S6847,Non-interactive elements shouldn't have event handlers,app/home/admin/AdminOverlayShell.tsx,48,70,Non-interactive elements should not be assigned mouse or keyboard event listeners.,5min,CONVENTIONAL,CONSISTENT,,"[""accessibility"",""react""]",admin@brendanjohnroch.com,,2026-03-06T09:21:54+0000,2026-03-06T09:22:03+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzCdTYjN5mRv2SoVrHg&open=AZzCdTYjN5mRv2SoVrHg
AZzCdTYjN5mRv2SoVrHh,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S6819,Prefer tag over ARIA role,app/home/admin/AdminOverlayShell.tsx,48,70,"Use <dialog> instead of the ""dialog"" role to ensure accessibility across all devices.",5min,CONVENTIONAL,CONSISTENT,,"[""accessibility"",""react""]",admin@brendanjohnroch.com,,2026-03-06T09:21:54+0000,2026-03-06T09:22:03+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzCdTYjN5mRv2SoVrHh&open=AZzCdTYjN5mRv2SoVrHh
AZzCVu6WZK16s942i_na,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S1874,Deprecated APIs should not be used,app/admin/share-tokens/AdminMintShareTokenForm.tsx,57,57,"The signature '(commandId: string, showUI?: boolean | undefined, value?: string | undefined): boolean' of 'document.execCommand' is deprecated.",15min,CONVENTIONAL,CONSISTENT,,"[""cwe"",""obsolete"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-06T08:49:05+0000,2026-03-06T08:49:05+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzCVu6WZK16s942i_na&open=AZzCVu6WZK16s942i_na
AZzCVu6WZK16s942i_nb,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S7762,"DOM nodes should be removed using ""remove()"" instead of ""removeChild()""",app/admin/share-tokens/AdminMintShareTokenForm.tsx,58,58,Prefer `childNode.remove()` over `parentNode.removeChild(childNode)`.,2min,EFFICIENT,INTENTIONAL,,"[""dom"",""javascript"",""modernize""]",admin@brendanjohnroch.com,,2026-03-06T08:49:05+0000,2026-03-06T08:49:05+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzCVu6WZK16s942i_nb&open=AZzCVu6WZK16s942i_nb
AZ-S4Tmo_95_XqQUebOU,"[""RELIABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S9011,"""<button>"" elements should have an explicit ""type"" attribute",app/admin/exegesis/ExegesisModerator.tsx,246,252,"Add an explicit ""type"" attribute to this button.",2min,LOGICAL,INTENTIONAL,,"[""react"",""vue""]",admin@brendanjohnroch.com,,2026-03-06T01:25:44+0000,2026-07-24T06:46:54+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ-S4Tmo_95_XqQUebOU&open=AZ-S4Tmo_95_XqQUebOU
AZy_51mjaWZjjPp2A3x6,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,lib/share.ts,146,148,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-03-05T21:27:52+0000,2026-03-05T21:27:52+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZy_51mjaWZjjPp2A3x6&open=AZy_51mjaWZjjPp2A3x6
AZy4MziLkrp2L4rdTMjc,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/home/gating/GateSpotlightOverlay.tsx,107,109,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-03-04T09:33:47+0000,2026-03-04T09:33:55+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZy4MziLkrp2L4rdTMjc&open=AZy4MziLkrp2L4rdTMjc
AZy4MziLkrp2L4rdTMjd,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/home/gating/GateSpotlightOverlay.tsx,110,112,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-03-04T09:33:47+0000,2026-03-04T09:33:55+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZy4MziLkrp2L4rdTMjd&open=AZy4MziLkrp2L4rdTMjd
AZy4MziLkrp2L4rdTMjf,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6606,Nullish coalescing should be preferred,app/home/gating/GateSpotlightOverlay.tsx,135,137,"Prefer using nullish coalescing operator (`??=`) instead of an assignment expression, as it is simpler to read.",5min,CONVENTIONAL,CONSISTENT,,"[""es2020"",""nullish-coalescing"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-04T09:33:47+0000,2026-03-04T09:33:55+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZy4MziLkrp2L4rdTMjf&open=AZy4MziLkrp2L4rdTMjf
AZy4MziLkrp2L4rdTMjg,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/home/gating/GateSpotlightOverlay.tsx,161,167,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-04T09:33:47+0000,2026-03-04T09:33:55+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZy4MziLkrp2L4rdTMjg&open=AZy4MziLkrp2L4rdTMjg
AZy4MziLkrp2L4rdTMjh,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S6819,Prefer tag over ARIA role,app/home/gating/GateSpotlightOverlay.tsx,212,233,"Use <dialog> instead of the ""dialog"" role to ensure accessibility across all devices.",5min,CONVENTIONAL,CONSISTENT,,"[""accessibility"",""react""]",admin@brendanjohnroch.com,,2026-03-04T09:33:47+0000,2026-03-04T09:33:55+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZy4MziLkrp2L4rdTMjh&open=AZy4MziLkrp2L4rdTMjh
AZywzHb69SAi947ifG3M,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/SiteProviders.tsx,11,11,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-02T23:04:28+0000,2026-03-02T23:04:34+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZywzHb69SAi947ifG3M&open=AZywzHb69SAi947ifG3M
AZywzHHo9SAi947ifG3J,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/home/gating/GateBroker.tsx,37,37,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-02T23:04:28+0000,2026-03-02T23:04:34+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZywzHHo9SAi947ifG3J&open=AZywzHHo9SAi947ifG3J
AZywzHHo9SAi947ifG3K,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6582,Optional chaining should be preferred,app/home/gating/GateBroker.tsx,59,60,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,CLEAR,INTENTIONAL,,"[""type-dependent""]",admin@brendanjohnroch.com,,2026-03-02T23:04:28+0000,2026-07-12T09:01:05+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZywzHHo9SAi947ifG3K&open=AZywzHHo9SAi947ifG3K
AZyrRAa3H8mnusrfc_j4,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,sanity/schemaTypes/modulePanels.ts,185,189,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-03-01T21:17:10+0000,2026-03-09T00:08:41+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyrRAa3H8mnusrfc_j4&open=AZyrRAa3H8mnusrfc_j4
AZyrRAa3H8mnusrfc_j5,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,sanity/schemaTypes/modulePanels.ts,187,189,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-03-01T21:17:10+0000,2026-03-09T00:08:41+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyrRAa3H8mnusrfc_j5&open=AZyrRAa3H8mnusrfc_j5
AZyo1c8YhUItICoIsyAH,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/home/ShadowHomeFrame.tsx,17,35,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-01T09:57:30+0000,2026-03-01T09:57:37+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyo1c8YhUItICoIsyAH&open=AZyo1c8YhUItICoIsyAH
AZym_DoLjMuSUnaHk8qF,"[""MAINTAINABILITY""]","[""HIGH""]",CRITICAL,CODE_SMELL,OPEN,,typescript:S3776,Cognitive Complexity of functions should not be too high,app/home/player/lyrics/ensureLyricsForTrack.ts,21,21,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,8min,FOCUSED,ADAPTABLE,,"[""brain-overload""]",admin@brendanjohnroch.com,,2026-03-01T01:20:39+0000,2026-03-01T01:20:39+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZym_DoLjMuSUnaHk8qF&open=AZym_DoLjMuSUnaHk8qF
AZym_ECpjMuSUnaHk8qI,"[""MAINTAINABILITY""]","[""HIGH""]",CRITICAL,CODE_SMELL,OPEN,,typescript:S3776,Cognitive Complexity of functions should not be too high,lib/types.ts,127,127,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,6min,FOCUSED,ADAPTABLE,,"[""brain-overload""]",admin@brendanjohnroch.com,,2026-03-01T01:20:39+0000,2026-03-01T01:20:39+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZym_ECpjMuSUnaHk8qI&open=AZym_ECpjMuSUnaHk8qI
AZychydeBCWvf0PAM8_h,"[""MAINTAINABILITY""]","[""HIGH""]",CRITICAL,CODE_SMELL,OPEN,,typescript:S3776,Cognitive Complexity of functions should not be too high,app/api/stripe/cancel-subscription/route.ts,101,101,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,8min,FOCUSED,ADAPTABLE,,"[""brain-overload""]",admin@brendanjohnroch.com,,2026-02-27T00:36:15+0000,2026-02-27T01:34:55+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZychydeBCWvf0PAM8_h&open=AZychydeBCWvf0PAM8_h
AZy9dLGgQh-IuXSn3Bsr,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/(site)/exegesis/[displayId]/ExegesisTrackClient.tsx,758,760,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-02-26T23:11:07+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZy9dLGgQh-IuXSn3Bsr&open=AZy9dLGgQh-IuXSn3Bsr
AZySC05tUTSi5MH-fFld,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S7780,String literals with escaped backslashes should use `String.raw` template literals,middleware.ts,288,288,`String.raw` should be used to avoid escaping `\`.,5min,CLEAR,INTENTIONAL,,"[""readability""]",admin@brendanjohnroch.com,,2026-02-24T23:44:47+0000,2026-02-24T23:44:47+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZySC05tUTSi5MH-fFld&open=AZySC05tUTSi5MH-fFld
AZyR-T8g6uizPbT_Ry0_,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S7755,"Complex index access patterns should be replaced with "".at()"" method",app/home/PortalTabs.tsx,193,193,Prefer `.at(…)` over `[….length - index]`.,5min,CONVENTIONAL,CONSISTENT,,"[""es2022"",""performance"",""readability"",""type-dependent""]",admin@brendanjohnroch.com,,2026-02-24T23:25:04+0000,2026-02-24T23:25:04+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyR-T8g6uizPbT_Ry0_&open=AZyR-T8g6uizPbT_Ry0_
AZyRshgsWrvR0YkASPTA,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S4323,Type aliases should be used,app/(site)/PlayerHost.tsx,29,29,Replace this union type with a type alias.,5min,DISTINCT,ADAPTABLE,,"[""proficiency""]",admin@brendanjohnroch.com,,2026-02-24T22:07:20+0000,2026-02-24T22:07:20+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyRshgsWrvR0YkASPTA&open=AZyRshgsWrvR0YkASPTA
AZyOz7AzqpZc8OiKyP8p,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/(session)/@runtime/SessionRuntime.tsx,17,23,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-02-24T08:40:56+0000,2026-02-24T08:41:03+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyOz7AzqpZc8OiKyP8p&open=AZyOz7AzqpZc8OiKyP8p
AZyOz7BBqpZc8OiKyP8r,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/(session)/@runtime/album/[slug]/page.tsx,5,7,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-02-24T08:40:56+0000,2026-02-24T08:41:03+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyOz7BBqpZc8OiKyP8r&open=AZyOz7BBqpZc8OiKyP8r
AZyOz7BKqpZc8OiKyP8s,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/(session)/layout.tsx,68,72,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-02-24T08:40:56+0000,2026-02-24T08:41:03+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyOz7BKqpZc8OiKyP8s&open=AZyOz7BKqpZc8OiKyP8s
