issue_key,software_qualities,impact_severities,severity,type,status,resolution,rule_key,rule_name,file_path,line,end_line,message,effort,clean_code_attribute,clean_code_category,quick_fix_available,tags,author,assignee,creation_date,update_date,rule_description,remediation_guidance,sonar_url
AZzW6Fiad1orA-Mji-BA,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/home/PortalArea.tsx,42,42,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-10T08:40:11+0000,2026-03-10T08:40:11+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzW6Fiad1orA-Mji-BA&open=AZzW6Fiad1orA-Mji-BA
AZzW4YL3Az53QaNirOmq,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/home/SessionRuntimePayloadContext.tsx,22,24,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-10T08:32:42+0000,2026-03-10T08:32:50+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzW4YL3Az53QaNirOmq&open=AZzW4YL3Az53QaNirOmq
AZzW4YQKAz53QaNirOms,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/home/StableSessionShell.tsx,146,153,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-10T08:32:42+0000,2026-03-10T08:32:50+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzW4YQKAz53QaNirOms&open=AZzW4YQKAz53QaNirOms
AZzWjmBO-AVnfe6I4DOs,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/layout.tsx,5,5,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-10T07:01:59+0000,2026-03-10T07:01:59+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzWjmBO-AVnfe6I4DOs&open=AZzWjmBO-AVnfe6I4DOs
AZzVFzwDuXUW7gR7cgMt,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S4782,Optional property declarations should not use both '?' and 'undefined' syntax,lib/albums.ts,165,165,"Consider removing 'undefined' type or '?' specifier, one of them is redundant.",1min,CLEAR,INTENTIONAL,,"[""redundant"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-10T00:12:16+0000,2026-03-10T00:12:16+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzVFzwDuXUW7gR7cgMt&open=AZzVFzwDuXUW7gR7cgMt
AZzUyG2c9xxenMb4Viaw,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/(session)/@runtime/exegesis/[displayId]/page.tsx,5,7,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-09T22:46:04+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzUyG2c9xxenMb4Viaw&open=AZzUyG2c9xxenMb4Viaw
AZ-S4Tmo_95_XqQUebOV,"[""RELIABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S9011,"""<button>"" elements should have an explicit ""type"" attribute",app/admin/exegesis/ExegesisModerator.tsx,318,327,"Add an explicit ""type"" attribute to this button.",2min,LOGICAL,INTENTIONAL,,"[""react"",""vue""]",admin@brendanjohnroch.com,,2026-03-09T22:46:04+0000,2026-07-24T06:46:54+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ-S4Tmo_95_XqQUebOV&open=AZ-S4Tmo_95_XqQUebOV
AZ-S4Tmo_95_XqQUebOW,"[""RELIABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S9011,"""<button>"" elements should have an explicit ""type"" attribute",app/admin/exegesis/ExegesisModerator.tsx,329,338,"Add an explicit ""type"" attribute to this button.",2min,LOGICAL,INTENTIONAL,,"[""react"",""vue""]",admin@brendanjohnroch.com,,2026-03-09T22:46:04+0000,2026-07-24T06:46:54+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ-S4Tmo_95_XqQUebOW&open=AZ-S4Tmo_95_XqQUebOW
AZ-S4Tmo_95_XqQUebOX,"[""RELIABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S9011,"""<button>"" elements should have an explicit ""type"" attribute",app/admin/exegesis/ExegesisModerator.tsx,408,422,"Add an explicit ""type"" attribute to this button.",2min,LOGICAL,INTENTIONAL,,"[""react"",""vue""]",admin@brendanjohnroch.com,,2026-03-09T22:46:04+0000,2026-07-24T06:46:54+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ-S4Tmo_95_XqQUebOX&open=AZ-S4Tmo_95_XqQUebOX
AZ-S4Tmo_95_XqQUebOY,"[""RELIABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S9011,"""<button>"" elements should have an explicit ""type"" attribute",app/admin/exegesis/ExegesisModerator.tsx,424,437,"Add an explicit ""type"" attribute to this button.",2min,LOGICAL,INTENTIONAL,,"[""react"",""vue""]",admin@brendanjohnroch.com,,2026-03-09T22:46:04+0000,2026-07-24T06:46:54+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ-S4Tmo_95_XqQUebOY&open=AZ-S4Tmo_95_XqQUebOY
AZzRxVJ-JBdaFffnNvOq,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/admin/playback/PlaybackTelemetryDashboardClient.tsx,30,33,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-09T08:44:12+0000,2026-03-09T08:44:19+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzRxVJ-JBdaFffnNvOq&open=AZzRxVJ-JBdaFffnNvOq
AZzRxVH4JBdaFffnNvOl,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/admin/playback/page.tsx,7,9,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-09T08:44:12+0000,2026-03-09T08:44:19+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzRxVH4JBdaFffnNvOl&open=AZzRxVH4JBdaFffnNvOl
AZzP26AKLSFP-gpYgRcq,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/home/PortalSurface.tsx,15,15,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-08T23:48:59+0000,2026-03-08T23:49:07+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzP26AKLSFP-gpYgRcq&open=AZzP26AKLSFP-gpYgRcq
AZzP2586LSFP-gpYgRco,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/home/modules/PortalMemberPanel.tsx,77,77,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-08T23:48:59+0000,2026-03-08T23:49:07+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzP2586LSFP-gpYgRco&open=AZzP2586LSFP-gpYgRco
AZzO8xd0UmlHWqwLEsQ1,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/exegesis/[displayId]/TipTapEditor.tsx,318,318,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-08T19:35:08+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzO8xd0UmlHWqwLEsQ1&open=AZzO8xd0UmlHWqwLEsQ1
AZzMrD9YTBjk2HgQz69-,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/exegesis/[displayId]/TipTapEditor.tsx,217,223,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-08T08:58:30+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzMrD9YTBjk2HgQz69-&open=AZzMrD9YTBjk2HgQz69-
AZ-S4UT6_95_XqQUebO4,"[""RELIABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S9011,"""<button>"" elements should have an explicit ""type"" attribute",app/(site)/exegesis/[displayId]/components/ExegesisRichComposer.tsx,91,103,"Add an explicit ""type"" attribute to this button.",2min,LOGICAL,INTENTIONAL,,"[""react"",""vue""]",admin@brendanjohnroch.com,,2026-03-08T08:58:22+0000,2026-07-24T06:46:54+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ-S4UT6_95_XqQUebO4&open=AZ-S4UT6_95_XqQUebO4
AZ-S4T7w_95_XqQUebOl,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S2933,"Fields that are only assigned in the constructor should be ""readonly""",app/home/player/visualizer/visualizerPerfSurface.ts,27,27,Mark this member as `readonly`.,2min,CLEAR,INTENTIONAL,,"[""confusing"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-08T07:38:12+0000,2026-07-24T06:46:54+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ-S4T7w_95_XqQUebOl&open=AZ-S4T7w_95_XqQUebOl
AZzMVrE7LSFP-gpYFrK8,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/home/player/visualSurface.ts,63,65,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-03-08T07:25:22+0000,2026-03-08T07:25:22+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzMVrE7LSFP-gpYFrK8&open=AZzMVrE7LSFP-gpYFrK8
AZzMQlnth7s266GZs-gR,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/home/player/StageCore.tsx,82,85,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-03-08T07:02:46+0000,2026-03-08T07:02:46+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzMQlnth7s266GZs-gR&open=AZzMQlnth7s266GZs-gR
AZzMQlnth7s266GZs-gS,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/home/player/StageCore.tsx,90,92,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-03-08T07:02:46+0000,2026-03-08T07:02:46+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzMQlnth7s266GZs-gS&open=AZzMQlnth7s266GZs-gS
AZzKAUf-l-vY2hRLFpp2,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/exegesis/[displayId]/components/ExegesisReportForm.tsx,8,13,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-07T20:32:23+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzKAUf-l-vY2hRLFpp2&open=AZzKAUf-l-vY2hRLFpp2
AZ-S4USL_95_XqQUebOx,"[""RELIABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S9011,"""<button>"" elements should have an explicit ""type"" attribute",app/(site)/exegesis/[displayId]/components/ExegesisReportForm.tsx,78,84,"Add an explicit ""type"" attribute to this button.",2min,LOGICAL,INTENTIONAL,,"[""react"",""vue""]",admin@brendanjohnroch.com,,2026-03-07T20:32:23+0000,2026-07-24T06:46:54+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ-S4USL_95_XqQUebOx&open=AZ-S4USL_95_XqQUebOx
AZzKAUiQl-vY2hRLFpp9,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/exegesis/[displayId]/components/ExegesisThreadList.tsx,16,54,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-07T20:32:23+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzKAUiQl-vY2hRLFpp9&open=AZzKAUiQl-vY2hRLFpp9
AZzJrI07l-vY2hRLDm7b,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/exegesis/[displayId]/components/ExegesisIdentityPanel.tsx,21,34,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-07T18:59:41+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzJrI07l-vY2hRLDm7b&open=AZzJrI07l-vY2hRLDm7b
AZzJrI0fl-vY2hRLDm7X,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/exegesis/[displayId]/components/ExegesisInlineGateOverlay.tsx,14,19,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-07T18:59:41+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzJrI0fl-vY2hRLDm7X&open=AZzJrI0fl-vY2hRLDm7X
AZzJrI0Sl-vY2hRLDm7V,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/exegesis/[displayId]/components/ExegesisLyricsRail.tsx,34,47,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-07T18:59:41+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzJrI0Sl-vY2hRLDm7V&open=AZzJrI0Sl-vY2hRLDm7V
AZzJrI0Sl-vY2hRLDm7W,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/(site)/exegesis/[displayId]/components/ExegesisLyricsRail.tsx,106,108,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-03-07T18:59:41+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzJrI0Sl-vY2hRLDm7W&open=AZzJrI0Sl-vY2hRLDm7W
AZzJrI0tl-vY2hRLDm7Y,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6571,Type constituents of unions and intersections should not be redundant,app/(site)/exegesis/[displayId]/components/ExegesisRichComposer.tsx,10,10,'unknown' overrides all other types in this union type.,5min,CLEAR,INTENTIONAL,,"[""redundant"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-07T18:59:41+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzJrI0tl-vY2hRLDm7Y&open=AZzJrI0tl-vY2hRLDm7Y
AZzJrI0tl-vY2hRLDm7Z,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6571,Type constituents of unions and intersections should not be redundant,app/(site)/exegesis/[displayId]/components/ExegesisRichComposer.tsx,20,20,'unknown' overrides all other types in this union type.,5min,CLEAR,INTENTIONAL,,"[""redundant"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-07T18:59:41+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzJrI0tl-vY2hRLDm7Z&open=AZzJrI0tl-vY2hRLDm7Z
AZzJrI0tl-vY2hRLDm7a,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/exegesis/[displayId]/components/ExegesisRichComposer.tsx,25,41,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-07T18:59:41+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzJrI0tl-vY2hRLDm7a&open=AZzJrI0tl-vY2hRLDm7a
AZzJrI1Wl-vY2hRLDm7d,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6571,Type constituents of unions and intersections should not be redundant,app/(site)/exegesis/[displayId]/exegesisTypes.ts,130,130,'unknown' overrides all other types in this union type.,5min,CLEAR,INTENTIONAL,,"[""redundant"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-07T18:59:41+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzJrI1Wl-vY2hRLDm7d&open=AZzJrI1Wl-vY2hRLDm7d
AZzJrI1Wl-vY2hRLDm7e,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6571,Type constituents of unions and intersections should not be redundant,app/(site)/exegesis/[displayId]/exegesisTypes.ts,139,139,'unknown' overrides all other types in this union type.,5min,CLEAR,INTENTIONAL,,"[""redundant"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-07T18:59:41+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzJrI1Wl-vY2hRLDm7e&open=AZzJrI1Wl-vY2hRLDm7e
AZzJrI1kl-vY2hRLDm7h,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S7741,"""typeof"" should not be used to check for ""undefined""",app/(site)/exegesis/[displayId]/exegesisUi.ts,67,67,Compare with `undefined` directly instead of using `typeof`.,2min,CONVENTIONAL,CONSISTENT,,"[""readability"",""style""]",admin@brendanjohnroch.com,,2026-03-07T18:59:41+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzJrI1kl-vY2hRLDm7h&open=AZzJrI1kl-vY2hRLDm7h
AZzHtE2Ul-vY2hRL2tSx,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6582,Optional chaining should be preferred,app/api/_gate.ts,25,25,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,CLEAR,INTENTIONAL,,"[""type-dependent""]",admin@brendanjohnroch.com,,2026-03-07T09:49:04+0000,2026-07-12T09:01:05+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzHtE2Ul-vY2hRL2tSx&open=AZzHtE2Ul-vY2hRL2tSx
AZzHtE7ll-vY2hRL2tS0,"[""MAINTAINABILITY""]","[""MEDIUM""]",MINOR,CODE_SMELL,OPEN,,typescript:S7772,"Node.js built-in modules should be imported using the ""node:"" protocol",lib/exegesis/stableAnonLabel.ts,1,1,Prefer `node:crypto` over `crypto`.,5min,CONVENTIONAL,CONSISTENT,,"[""convention"",""import"",""nodejs""]",admin@brendanjohnroch.com,,2026-03-07T09:49:04+0000,2026-03-07T09:49:12+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzHtE7ll-vY2hRL2tS0&open=AZzHtE7ll-vY2hRL2tS0
AZzCmVXXIWrIsEz1eNSQ,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/home/AdminRibbon.tsx,110,110,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-06T10:01:27+0000,2026-03-06T10:01:36+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzCmVXXIWrIsEz1eNSQ&open=AZzCmVXXIWrIsEz1eNSQ
AZzCk27xUF-eNBn9Ldu3,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/admin/share-tokens/AdminMintShareTokenForm.tsx,413,500,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-03-06T09:55:10+0000,2026-03-06T09:55:10+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzCk27xUF-eNBn9Ldu3&open=AZzCk27xUF-eNBn9Ldu3
AZzChWO0x6ns88d2XCxe,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/admin/AdminPageFrame.tsx,12,12,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-06T09:39:43+0000,2026-03-06T09:40:11+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzChWO0x6ns88d2XCxe&open=AZzChWO0x6ns88d2XCxe
AZzCdTYjN5mRv2SoVrHg,"[""MAINTAINABILITY"",""RELIABILITY""]","[""LOW"",""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S6847,Non-interactive elements shouldn't have event handlers,app/home/admin/AdminOverlayShell.tsx,48,70,Non-interactive elements should not be assigned mouse or keyboard event listeners.,5min,CONVENTIONAL,CONSISTENT,,"[""accessibility"",""react""]",admin@brendanjohnroch.com,,2026-03-06T09:21:54+0000,2026-03-06T09:22:03+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzCdTYjN5mRv2SoVrHg&open=AZzCdTYjN5mRv2SoVrHg
AZzCdTYjN5mRv2SoVrHh,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S6819,Prefer tag over ARIA role,app/home/admin/AdminOverlayShell.tsx,48,70,"Use <dialog> instead of the ""dialog"" role to ensure accessibility across all devices.",5min,CONVENTIONAL,CONSISTENT,,"[""accessibility"",""react""]",admin@brendanjohnroch.com,,2026-03-06T09:21:54+0000,2026-03-06T09:22:03+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzCdTYjN5mRv2SoVrHh&open=AZzCdTYjN5mRv2SoVrHh
AZzCVu6WZK16s942i_na,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S1874,Deprecated APIs should not be used,app/admin/share-tokens/AdminMintShareTokenForm.tsx,57,57,"The signature '(commandId: string, showUI?: boolean | undefined, value?: string | undefined): boolean' of 'document.execCommand' is deprecated.",15min,CONVENTIONAL,CONSISTENT,,"[""cwe"",""obsolete"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-06T08:49:05+0000,2026-03-06T08:49:05+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzCVu6WZK16s942i_na&open=AZzCVu6WZK16s942i_na
AZzCVu6WZK16s942i_nb,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S7762,"DOM nodes should be removed using ""remove()"" instead of ""removeChild()""",app/admin/share-tokens/AdminMintShareTokenForm.tsx,58,58,Prefer `childNode.remove()` over `parentNode.removeChild(childNode)`.,2min,EFFICIENT,INTENTIONAL,,"[""dom"",""javascript"",""modernize""]",admin@brendanjohnroch.com,,2026-03-06T08:49:05+0000,2026-03-06T08:49:05+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzCVu6WZK16s942i_nb&open=AZzCVu6WZK16s942i_nb
AZ-S4Tmo_95_XqQUebOU,"[""RELIABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S9011,"""<button>"" elements should have an explicit ""type"" attribute",app/admin/exegesis/ExegesisModerator.tsx,246,252,"Add an explicit ""type"" attribute to this button.",2min,LOGICAL,INTENTIONAL,,"[""react"",""vue""]",admin@brendanjohnroch.com,,2026-03-06T01:25:44+0000,2026-07-24T06:46:54+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZ-S4Tmo_95_XqQUebOU&open=AZ-S4Tmo_95_XqQUebOU
AZy4MziLkrp2L4rdTMjc,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/home/gating/GateSpotlightOverlay.tsx,107,109,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-03-04T09:33:47+0000,2026-03-04T09:33:55+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZy4MziLkrp2L4rdTMjc&open=AZy4MziLkrp2L4rdTMjc
AZy4MziLkrp2L4rdTMjd,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/home/gating/GateSpotlightOverlay.tsx,110,112,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-03-04T09:33:47+0000,2026-03-04T09:33:55+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZy4MziLkrp2L4rdTMjd&open=AZy4MziLkrp2L4rdTMjd
